Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
10.0.1.201-58.186.197.207-80-3814-6,58.186.197.207,3814,10.0.1.201,80,6,13/04/2025 02:10:59,429120,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.660700969425801,429120.0,0.0,429120.0,429120.0,429120.0,429120.0,0.0,429120.0,429120.0,0,0,0,0,0,0,0,0,0,44,0,4.660700969425801,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-32483-6,58.186.197.207,32483,10.0.1.201,80,6,13/04/2025 02:10:54,436432,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.582615390255527,436432.0,0.0,436432.0,436432.0,436432.0,436432.0,0.0,436432.0,436432.0,0,0,0,0,0,0,0,0,0,44,0,4.582615390255527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-11956-6,58.186.197.207,11956,10.0.1.201,80,6,13/04/2025 02:10:59,331188,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.038866142493085,331188.0,0.0,331188.0,331188.0,331188.0,331188.0,0.0,331188.0,331188.0,0,0,0,0,0,0,0,0,0,44,0,6.038866142493085,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-64038-6,58.186.197.207,64038,10.0.1.201,80,6,13/04/2025 02:10:54,1350820,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4805821649072417,1350820.0,0.0,1350820.0,1350820.0,1350820.0,1350820.0,0.0,1350820.0,1350820.0,0,0,0,0,0,0,0,0,0,44,0,1.4805821649072417,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-55443-6,58.186.197.207,55443,10.0.1.201,80,6,13/04/2025 02:10:54,430842,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.64207296410285,430842.0,0.0,430842.0,430842.0,430842.0,430842.0,0.0,430842.0,430842.0,0,0,0,0,0,0,0,0,0,44,0,4.64207296410285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-36867-6,58.186.197.207,36867,10.0.1.201,80,6,13/04/2025 02:10:54,475872,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.202810839889718,475872.0,0.0,475872.0,475872.0,475872.0,475872.0,0.0,475872.0,475872.0,0,0,0,0,0,0,0,0,0,44,0,4.202810839889718,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-40330-6,58.186.197.207,40330,10.0.1.201,80,6,13/04/2025 02:10:54,419057,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.772620431110804,419057.0,0.0,419057.0,419057.0,419057.0,419057.0,0.0,419057.0,419057.0,0,0,0,0,0,0,0,0,0,44,0,4.772620431110804,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-1840-6,58.186.197.207,1840,10.0.1.201,80,6,13/04/2025 02:10:54,1368093,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4618889212940933,1368093.0,0.0,1368093.0,1368093.0,1368093.0,1368093.0,0.0,1368093.0,1368093.0,0,0,0,0,0,0,0,0,0,44,0,1.4618889212940933,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-3124-6,58.186.197.207,3124,10.0.1.201,80,6,13/04/2025 02:10:59,1304334,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5333495868389537,1304334.0,0.0,1304334.0,1304334.0,1304334.0,1304334.0,0.0,1304334.0,1304334.0,0,0,0,0,0,0,0,0,0,44,0,1.5333495868389537,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-60379-6,58.186.197.207,60379,10.0.1.201,80,6,13/04/2025 02:10:59,330201,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.056916847617057,330201.0,0.0,330201.0,330201.0,330201.0,330201.0,0.0,330201.0,330201.0,0,0,0,0,0,0,0,0,0,44,0,6.056916847617057,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-59849-6,58.186.197.207,59849,10.0.1.201,80,6,13/04/2025 02:10:54,1362815,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.4675506213242442,1362815.0,0.0,1362815.0,1362815.0,1362815.0,1362815.0,0.0,1362815.0,1362815.0,0,0,0,0,0,0,0,0,0,44,0,1.4675506213242442,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-30808-6,58.186.197.207,30808,10.0.1.201,80,6,13/04/2025 02:10:54,355472,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.626322185713643,355472.0,0.0,355472.0,355472.0,355472.0,355472.0,0.0,355472.0,355472.0,0,0,0,0,0,0,0,0,0,44,0,5.626322185713643,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-10718-6,58.186.197.207,10718,10.0.1.201,80,6,13/04/2025 02:10:59,373097,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.360536268048255,373097.0,0.0,373097.0,373097.0,373097.0,373097.0,0.0,373097.0,373097.0,0,0,0,0,0,0,0,0,0,44,0,5.360536268048255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-35910-6,58.186.197.207,35910,10.0.1.201,80,6,13/04/2025 02:10:59,324005,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,6.172744247773954,324005.0,0.0,324005.0,324005.0,324005.0,324005.0,0.0,324005.0,324005.0,0,0,0,0,0,0,0,0,0,44,0,6.172744247773954,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-14234-6,58.186.197.207,14234,10.0.1.201,80,6,13/04/2025 02:10:59,337261,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.930125333198918,337261.0,0.0,337261.0,337261.0,337261.0,337261.0,0.0,337261.0,337261.0,0,0,0,0,0,0,0,0,0,44,0,5.930125333198918,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-42196-6,58.186.197.207,42196,10.0.1.201,80,6,13/04/2025 02:10:54,371502,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.383551097975246,371502.0,0.0,371502.0,371502.0,371502.0,371502.0,0.0,371502.0,371502.0,0,0,0,0,0,0,0,0,0,44,0,5.383551097975246,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-40704-6,58.186.197.207,40704,10.0.1.201,80,6,13/04/2025 02:10:54,5735853,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6973679416121717,1911951.0,1922757.5689753506,4063169.0,360745.0,5735853.0,1911951.0,1922757.5689753506,4063169.0,360745.0,0,0,0,0,0,0,0,0,0,88,0,0.6973679416121717,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,88,0,0,0,0,0,0,4,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-51699-6,58.186.197.207,51699,10.0.1.201,80,6,13/04/2025 02:10:59,345432,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.789851548206304,345432.0,0.0,345432.0,345432.0,345432.0,345432.0,0.0,345432.0,345432.0,0,0,0,0,0,0,0,0,0,44,0,5.789851548206304,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-52703-6,58.186.197.207,52703,10.0.1.201,80,6,13/04/2025 02:10:54,1326568,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5076498151621327,1326568.0,0.0,1326568.0,1326568.0,1326568.0,1326568.0,0.0,1326568.0,1326568.0,0,0,0,0,0,0,0,0,0,44,0,1.5076498151621327,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-43488-6,58.186.197.207,43488,10.0.1.201,80,6,13/04/2025 02:10:54,437285,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.573676206592954,437285.0,0.0,437285.0,437285.0,437285.0,437285.0,0.0,437285.0,437285.0,0,0,0,0,0,0,0,0,0,44,0,4.573676206592954,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-5338-6,58.186.197.207,5338,10.0.1.201,80,6,13/04/2025 02:10:59,363057,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.5087768587301715,363057.0,0.0,363057.0,363057.0,363057.0,363057.0,0.0,363057.0,363057.0,0,0,0,0,0,0,0,0,0,44,0,5.5087768587301715,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-10290-6,58.186.197.207,10290,10.0.1.201,80,6,13/04/2025 02:10:55,354429,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.6428791097793916,354429.0,0.0,354429.0,354429.0,354429.0,354429.0,0.0,354429.0,354429.0,0,0,0,0,0,0,0,0,0,44,0,5.6428791097793916,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-29312-6,58.186.197.207,29312,10.0.1.201,80,6,13/04/2025 02:10:54,346740,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.768010613139528,346740.0,0.0,346740.0,346740.0,346740.0,346740.0,0.0,346740.0,346740.0,0,0,0,0,0,0,0,0,0,44,0,5.768010613139528,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-21447-6,58.186.197.207,21447,10.0.1.201,80,6,13/04/2025 02:10:54,1320901,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5141180149004352,1320901.0,0.0,1320901.0,1320901.0,1320901.0,1320901.0,0.0,1320901.0,1320901.0,0,0,0,0,0,0,0,0,0,44,0,1.5141180149004352,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-52801-6,58.186.197.207,52801,10.0.1.201,80,6,13/04/2025 02:10:59,346886,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.765582929262062,346886.0,0.0,346886.0,346886.0,346886.0,346886.0,0.0,346886.0,346886.0,0,0,0,0,0,0,0,0,0,44,0,5.765582929262062,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-37545-6,58.186.197.207,37545,10.0.1.201,80,6,13/04/2025 02:10:54,351445,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.690790877662223,351445.0,0.0,351445.0,351445.0,351445.0,351445.0,0.0,351445.0,351445.0,0,0,0,0,0,0,0,0,0,44,0,5.690790877662223,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-5765-6,58.186.197.207,5765,10.0.1.201,80,6,13/04/2025 02:10:59,379855,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.265166971607587,379855.0,0.0,379855.0,379855.0,379855.0,379855.0,0.0,379855.0,379855.0,0,0,0,0,0,0,0,0,0,44,0,5.265166971607587,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-57274-6,58.186.197.207,57274,10.0.1.201,80,6,13/04/2025 02:10:54,1284936,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5564977555302364,1284936.0,0.0,1284936.0,1284936.0,1284936.0,1284936.0,0.0,1284936.0,1284936.0,0,0,0,0,0,0,0,0,0,44,0,1.5564977555302364,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-64389-6,58.186.197.207,64389,10.0.1.201,80,6,13/04/2025 02:10:54,382918,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,5.223050365874679,382918.0,0.0,382918.0,382918.0,382918.0,382918.0,0.0,382918.0,382918.0,0,0,0,0,0,0,0,0,0,44,0,5.223050365874679,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.0.1.201-58.186.197.207-80-12175-6,58.186.197.207,12175,10.0.1.201,80,6,13/04/2025 02:10:54,1304885,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.5327021155120948,1304885.0,0.0,1304885.0,1304885.0,1304885.0,1304885.0,0.0,1304885.0,1304885.0,0,0,0,0,0,0,0,0,0,44,0,1.5327021155120948,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,44,0,0,0,0,0,0,2,0,0,0,512,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
